booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status,total_stay,total_guests,booking_type
101085,Resort Hotel,162,2024,February,14,2.0,2.5,4,2,0,IND,Corporate,Direct,0.0,2.0,Refundable,63.0,26.0,Transient,141.26,5.0,No-Show,4.5,6,Early Booking
101086,Resort Hotel,174,2023,October,17,3.0,1.0,2,1,0,DEU,Offline TA/TO,GDS,5.0,0.0,Refundable,67.5,23.0,Group,63.18,1.0,Check-Out,4.0,3,Early Booking
101087,Resort Hotel,171,2025,June,7,2.0,7.0,1,2,0,NLD,Online TA,TA/TO,1.0,3.0,Non Refund,72.0,42.0,Contract,257.13,1.0,Check-Out,9.0,3,Early Booking
101088,City Hotel,80,2025,May,7,2.0,6.0,4,0,0,IND,Offline TA/TO,TA/TO,0.0,2.0,Non Refund,466.0,21.0,Contract,321.72,3.0,No-Show,8.0,4,Last Minute
101089,City Hotel,72,2024,November,25,3.0,1.0,4,2,0,DEU,Online TA,GDS,1.0,0.0,No Deposit,244.0,44.0,Transient-Party,294.65,1.0,Check-Out,4.0,6,Last Minute
101090,City Hotel,266,2025,August,28,3.0,5.0,2,1,0,NLD,Offline TA/TO,GDS,2.0,4.0,Refundable,113.0,34.0,Transient-Party,276.11,1.0,Canceled,8.0,3,Early Booking
101091,City Hotel,358,2024,June,12,0.0,1.0,2,2,0,SGP,Corporate,Corporate,0.0,1.0,Non Refund,169.0,33.0,Transient-Party,173.03,4.0,Check-Out,1.0,4,Early Booking
101092,City Hotel,267,2023,January,26,4.0,2.0,3,2,0,USA,Offline TA/TO,Direct,2.0,3.0,No Deposit,236.0,10.0,Transient-Party,285.69,1.0,Check-Out,6.0,5,Early Booking
101093,Resort Hotel,23,2025,July,11,0.0,2.0,1,0,1,USA,Groups,GDS,4.0,4.0,Non Refund,479.0,16.0,Group,78.46,0.0,Check-Out,2.0,2,Last Minute
101094,City Hotel,154,2024,May,3,0.0,2.0,3,0,1,FRA,Corporate,GDS,3.0,0.0,Non Refund,220.0,25.0,Contract,107.04,4.0,Check-Out,2.0,4,Early Booking
101095,City Hotel,21,2025,September,17,4.0,6.0,2,1,0,NLD,Online TA,Corporate,0.0,3.0,No Deposit,212.0,24.0,Contract,205.3,5.0,Check-Out,10.0,3,Last Minute
101096,Resort Hotel,133,2023,September,18,2.0,6.0,2,2,0,UAE,Online TA,Corporate,5.0,0.0,Non Refund,28.0,10.0,Transient,304.37,5.0,Check-Out,8.0,4,Early Booking
101097,City Hotel,68,2024,May,7,3.0,7.0,4,2,0,SGP,Groups,TA/TO,2.0,3.0,Non Refund,280.0,4.0,Transient,196.82,3.0,Canceled,10.0,6,Last Minute
101098,Resort Hotel,351,2025,March,27,0.0,5.0,4,0,1,NLD,Corporate,TA/TO,4.0,3.0,Non Refund,279.0,41.0,Group,271.97,2.0,Canceled,5.0,5,Early Booking
101099,Resort Hotel,316,2023,May,4,4.0,1.0,2,2,0,SGP,Online TA,GDS,3.0,1.0,No Deposit,359.0,40.0,Transient-Party,131.01,4.0,Canceled,5.0,4,Early Booking
101100,City Hotel,56,2025,June,17,2.5,3.0,4,1,0,UAE,Direct,GDS,2.0,3.0,Non Refund,497.0,49.0,Transient-Party,58.17,4.0,Check-Out,5.5,5,Last Minute
101101,Resort Hotel,178,2023,January,7,1.0,3.0,1,2,0,DEU,Direct,Corporate,5.0,0.0,Non Refund,68.0,3.0,Transient,236.45,4.0,Check-Out,4.0,3,Early Booking
101102,City Hotel,30,2025,April,25,1.0,3.0,2,2,0,GBR,Groups,Direct,5.0,1.0,Refundable,391.0,6.0,Group,191.07,5.0,Check-Out,4.0,4,Last Minute
101103,City Hotel,124,2025,December,8,2.0,5.0,4,0,1,SGP,Direct,Corporate,0.0,2.0,Non Refund,294.0,30.0,Contract,292.6,0.0,Canceled,7.0,5,Early Booking
101104,Resort Hotel,338,2024,September,14,3.0,3.0,3,1,0,USA,Online TA,Direct,3.0,4.0,No Deposit,133.0,13.0,Contract,177.47,4.0,Canceled,6.0,4,Early Booking
101105,Resort Hotel,151,2023,April,23,4.0,7.0,1,0,1,CAN,Corporate,Corporate,3.0,2.0,Refundable,111.0,13.0,Transient,208.58,4.0,Check-Out,11.0,2,Early Booking
101106,Resort Hotel,104,2024,April,13,2.0,5.0,4,2,0,FRA,Groups,Direct,2.0,1.0,Non Refund,247.0,28.0,Transient-Party,181.37,3.0,Canceled,7.0,6,Early Booking
101107,City Hotel,10,2025,June,2,1.0,4.0,2,1,0,AUS,Offline TA/TO,GDS,1.0,3.0,Refundable,172.0,2.0,Contract,103.0,5.0,Canceled,5.0,3,Last Minute
101108,Resort Hotel,108,2023,September,23,1.0,6.0,2,0,1,IND,Corporate,TA/TO,0.0,0.0,Non Refund,137.0,11.0,Contract,285.01,2.0,Check-Out,7.0,3,Early Booking
101109,Resort Hotel,278,2025,January,22,1.0,7.0,4,2,1,UAE,Direct,TA/TO,5.0,3.0,Non Refund,405.0,45.0,Contract,203.9,0.0,Canceled,8.0,7,Early Booking
101110,Resort Hotel,109,2024,January,25,4.0,3.0,4,2,0,SGP,Corporate,GDS,3.0,2.0,Non Refund,102.0,23.0,Contract,286.74,3.0,Check-Out,7.0,6,Early Booking
101111,Resort Hotel,161,2023,September,11,2.0,4.0,3,2,1,GBR,Groups,Corporate,3.0,3.0,Refundable,323.0,30.0,Contract,292.57,2.0,Check-Out,6.0,6,Early Booking
101112,City Hotel,14,2024,June,24,1.0,7.0,2,2,0,NLD,Offline TA/TO,GDS,4.0,0.0,Non Refund,360.0,0.0,Transient-Party,101.74,3.0,Check-Out,8.0,4,Last Minute
101113,Resort Hotel,56,2025,February,9,4.0,6.0,3,0,0,SGP,Online TA,TA/TO,1.0,3.0,No Deposit,324.0,41.0,Group,165.38,1.0,Check-Out,10.0,3,Last Minute
101114,City Hotel,243,2024,May,14,4.0,6.0,3,2,0,UAE,Offline TA/TO,Corporate,3.0,0.0,No Deposit,343.0,33.0,Group,281.54,0.0,Check-Out,10.0,5,Early Booking
101115,City Hotel,239,2025,July,16,0.0,7.0,3,2,0,IND,Offline TA/TO,GDS,2.0,0.0,Non Refund,407.0,13.0,Transient-Party,204.47,0.0,Check-Out,7.0,5,Early Booking
101116,Resort Hotel,130,2023,August,22,1.0,5.0,4,1,0,SGP,Corporate,TA/TO,3.0,1.0,No Deposit,195.0,11.0,Transient-Party,226.72,3.0,Check-Out,6.0,5,Early Booking
101117,Resort Hotel,333,2023,September,11,3.0,5.0,4,0,1,DEU,Online TA,Direct,2.0,2.0,No Deposit,157.0,19.0,Contract,76.03,4.0,Check-Out,8.0,5,Early Booking
101118,City Hotel,111,2023,June,18,0.0,3.0,3,2,0,UAE,Offline TA/TO,Direct,4.0,1.0,No Deposit,229.0,33.0,Transient-Party,168.75,4.0,Check-Out,3.0,5,Early Booking
101119,Resort Hotel,304,2024,September,17,3.0,7.0,4,1,0,NLD,Corporate,GDS,1.0,3.0,Refundable,42.0,42.0,Group,197.87,3.0,Check-Out,10.0,5,Early Booking
101120,City Hotel,153,2024,May,12,1.0,5.0,2,1,0,FRA,Offline TA/TO,Corporate,1.0,3.0,Refundable,352.0,4.0,Group,235.04,2.0,Check-Out,6.0,3,Early Booking
101121,City Hotel,171,2024,January,4,3.0,4.0,1,0,1,GBR,Direct,Corporate,2.0,3.0,Non Refund,314.0,23.0,Transient,281.71,4.0,Check-Out,7.0,2,Early Booking
101122,City Hotel,164,2023,September,11,2.0,1.0,1,0,1,GBR,Groups,Direct,1.0,4.0,Non Refund,365.0,40.0,Contract,220.75,4.0,Check-Out,3.0,2,Early Booking
101123,City Hotel,122,2025,November,28,2.0,7.0,3,0,0,FRA,Online TA,Direct,5.0,3.0,No Deposit,481.0,48.0,Group,240.65,5.0,Check-Out,9.0,3,Early Booking
101124,Resort Hotel,323,2023,May,12,2.0,6.0,1,0,0,GBR,Offline TA/TO,GDS,4.0,3.0,Refundable,186.0,4.0,Transient-Party,207.91,2.0,Check-Out,8.0,1,Early Booking
101125,City Hotel,365,2025,March,8,2.0,1.0,1,0,0,IND,Corporate,TA/TO,4.0,2.0,Refundable,268.0,6.0,Transient-Party,212.6,2.0,Canceled,3.0,1,Early Booking
101126,City Hotel,50,2024,February,18,4.0,6.0,3,2,1,SGP,Online TA,Direct,3.0,3.0,No Deposit,426.0,0.0,Transient,212.63,2.0,Check-Out,10.0,6,Last Minute
101127,Resort Hotel,109,2023,March,13,1.0,3.0,2,1,0,NLD,Groups,Corporate,0.0,2.0,Non Refund,469.0,10.0,Contract,50.11,3.0,Canceled,4.0,3,Early Booking
101128,Resort Hotel,309,2023,August,10,4.0,1.0,2,2,1,USA,Offline TA/TO,Corporate,2.0,2.0,Non Refund,317.0,47.0,Transient,255.6,5.0,Check-Out,5.0,5,Early Booking
101129,Resort Hotel,354,2023,May,3,0.0,5.0,4,2,0,SGP,Online TA,TA/TO,2.0,1.0,Non Refund,496.0,42.0,Contract,300.03,2.0,Check-Out,5.0,6,Early Booking
101130,City Hotel,312,2023,July,14,3.0,6.0,2,1,0,USA,Direct,TA/TO,5.0,2.0,Non Refund,250.0,48.0,Contract,185.24,5.0,Canceled,9.0,3,Early Booking
101131,Resort Hotel,278,2023,May,6,4.0,2.0,4,0,1,CAN,Offline TA/TO,Direct,2.0,4.0,No Deposit,4.0,2.0,Contract,330.87,1.0,Canceled,6.0,5,Early Booking
101132,Resort Hotel,46,2023,July,18,2.0,6.0,1,2,1,NLD,Online TA,Direct,0.0,0.0,No Deposit,387.0,23.0,Contract,134.37,1.0,Canceled,8.0,4,Last Minute
101133,Resort Hotel,163,2024,May,2,0.0,7.0,1,0,1,GBR,Direct,Direct,2.0,1.0,Non Refund,252.0,1.0,Contract,213.65,5.0,No-Show,7.0,2,Early Booking
101134,Resort Hotel,248,2024,August,25,3.0,5.0,1,0,0,CAN,Direct,GDS,0.0,2.0,Non Refund,148.0,24.0,Transient,322.53,0.0,Canceled,8.0,1,Early Booking
101135,Resort Hotel,50,2024,January,26,3.0,2.0,3,0,1,CAN,Groups,GDS,2.0,1.0,No Deposit,253.0,36.0,Contract,336.8,1.0,Check-Out,5.0,4,Last Minute
101136,Resort Hotel,219,2023,April,26,2.0,2.0,2,0,0,DEU,Corporate,TA/TO,3.0,1.0,Refundable,435.0,1.0,Contract,322.25,0.0,Canceled,4.0,2,Early Booking
101137,Resort Hotel,176,2024,January,15,2.0,6.0,2,0,1,DEU,Offline TA/TO,Direct,2.0,2.0,No Deposit,245.0,22.0,Contract,99.13,0.0,Check-Out,8.0,3,Early Booking
101138,City Hotel,201,2025,May,8,3.0,4.0,1,1,1,CAN,Direct,TA/TO,0.0,3.0,Refundable,141.0,15.0,Transient,247.52,3.0,Check-Out,7.0,3,Early Booking
101139,Resort Hotel,107,2024,October,5,3.0,6.0,3,2,0,DEU,Direct,Corporate,4.0,4.0,Non Refund,307.0,29.0,Transient-Party,245.61,3.0,Canceled,9.0,5,Early Booking
101140,City Hotel,322,2025,January,5,2.0,7.0,4,2,1,CAN,Corporate,TA/TO,2.0,1.0,No Deposit,66.0,49.0,Transient-Party,91.36,0.0,Check-Out,9.0,7,Early Booking
101141,City Hotel,309,2025,September,1,1.0,3.0,3,0,0,FRA,Groups,Direct,5.0,4.0,No Deposit,159.0,47.0,Transient,299.34,5.0,Check-Out,4.0,3,Early Booking
101142,City Hotel,81,2024,January,2,1.0,4.0,1,1,0,NLD,Corporate,Corporate,3.0,0.0,No Deposit,57.0,12.0,Transient-Party,234.31,1.0,Check-Out,5.0,2,Last Minute
101143,Resort Hotel,234,2024,December,17,0.0,5.0,4,1,0,GBR,Corporate,Direct,2.0,3.0,Non Refund,296.0,13.0,Transient,145.81,0.0,Check-Out,5.0,5,Early Booking
101144,City Hotel,113,2025,October,13,3.0,2.0,2,1,0,FRA,Direct,Corporate,2.0,2.0,No Deposit,31.0,11.0,Transient-Party,276.43,0.0,Check-Out,5.0,3,Early Booking
101145,City Hotel,165,2025,June,17,0.0,7.0,3,2,0,USA,Groups,GDS,2.0,0.0,Refundable,191.0,20.0,Group,238.07,4.0,Check-Out,7.0,5,Early Booking
101146,City Hotel,237,2025,April,21,3.0,7.0,2,0,1,CAN,Corporate,TA/TO,3.0,3.0,No Deposit,424.0,47.0,Transient,161.65,5.0,Check-Out,10.0,3,Early Booking
101147,Resort Hotel,314,2025,July,20,3.0,4.0,2,1,1,IND,Online TA,GDS,3.0,2.0,No Deposit,374.0,15.0,Contract,315.81,3.0,Check-Out,7.0,4,Early Booking
101148,Resort Hotel,147,2023,December,14,2.0,1.0,3,1,1,GBR,Direct,TA/TO,5.0,0.0,Non Refund,374.0,49.0,Transient-Party,218.25,3.0,Canceled,3.0,5,Early Booking
101149,City Hotel,140,2023,January,26,2.0,5.0,3,2,0,DEU,Corporate,GDS,2.0,3.0,Refundable,84.0,16.0,Contract,106.04,3.0,Canceled,7.0,5,Early Booking
101150,Resort Hotel,1,2023,February,16,4.0,7.0,3,0,1,FRA,Online TA,Corporate,3.0,0.0,Non Refund,481.0,3.0,Group,81.39,5.0,Check-Out,11.0,4,Last Minute
101151,Resort Hotel,139,2025,November,25,1.0,5.0,2,1,1,UAE,Corporate,Direct,1.0,1.0,Non Refund,347.0,17.0,Transient,57.74,3.0,Canceled,6.0,4,Early Booking
101152,City Hotel,182,2025,June,12,0.0,3.0,2,2,0,DEU,Offline TA/TO,GDS,5.0,1.0,No Deposit,222.0,22.0,Transient,88.16,2.0,Canceled,3.0,4,Early Booking
101153,City Hotel,70,2023,December,27,3.0,5.0,1,1,1,CAN,Direct,Corporate,2.0,2.0,Refundable,316.0,20.0,Contract,87.55,1.0,No-Show,8.0,3,Last Minute
101154,City Hotel,49,2024,April,17,3.0,5.0,4,0,0,IND,Direct,Direct,3.0,4.0,Non Refund,53.0,17.0,Contract,145.18,0.0,Canceled,8.0,4,Last Minute
101155,City Hotel,129,2024,September,7,2.0,3.0,3,1,0,UAE,Groups,Direct,1.0,2.0,Non Refund,96.0,38.0,Transient,251.53,5.0,Canceled,5.0,4,Early Booking
101156,Resort Hotel,212,2024,June,9,1.0,6.0,4,1,0,IND,Offline TA/TO,TA/TO,4.0,1.0,Non Refund,189.0,10.0,Contract,203.02,5.0,Canceled,7.0,5,Early Booking
101157,Resort Hotel,227,2023,November,21,2.0,2.0,4,0,1,CAN,Corporate,GDS,0.0,2.0,Non Refund,309.0,5.0,Transient,327.56,5.0,Check-Out,4.0,5,Early Booking
101158,Resort Hotel,37,2025,December,13,1.0,1.0,3,1,1,GBR,Groups,Corporate,4.0,0.0,Refundable,233.0,35.0,Transient-Party,247.31,3.0,Check-Out,2.0,5,Last Minute
101159,Resort Hotel,63,2024,January,21,1.0,5.0,1,1,0,AUS,Direct,Corporate,0.0,1.0,Non Refund,181.0,15.0,Group,79.18,2.0,Check-Out,6.0,2,Last Minute
101160,City Hotel,245,2025,April,1,3.0,3.0,1,1,0,GBR,Direct,Direct,1.0,3.0,No Deposit,480.0,42.0,Group,161.67,3.0,Check-Out,6.0,2,Early Booking
101161,City Hotel,362,2024,January,24,0.0,6.0,2,0,1,GBR,Direct,TA/TO,1.0,0.0,Non Refund,372.0,37.0,Transient-Party,257.51,1.0,Check-Out,6.0,3,Early Booking
101162,Resort Hotel,264,2023,September,2,3.0,5.0,1,1,0,GBR,Corporate,Direct,4.0,4.0,No Deposit,217.0,19.0,Transient-Party,212.86,1.0,Check-Out,8.0,2,Early Booking
101163,City Hotel,88,2025,August,19,0.0,7.0,4,1,0,USA,Groups,TA/TO,0.0,1.0,No Deposit,168.0,41.0,Transient,143.28,0.0,Check-Out,7.0,5,Last Minute
101164,City Hotel,282,2024,February,21,0.0,5.0,4,1,1,FRA,Online TA,TA/TO,3.0,2.0,Refundable,176.0,21.0,Group,175.93,3.0,Canceled,5.0,6,Early Booking
101165,Resort Hotel,132,2024,December,11,4.0,5.0,2,2,0,UAE,Direct,TA/TO,0.0,4.0,Non Refund,460.0,44.0,Transient-Party,347.6,3.0,Check-Out,9.0,4,Early Booking
101166,Resort Hotel,129,2025,April,15,2.0,7.0,2,1,1,CAN,Corporate,GDS,4.0,4.0,Refundable,229.0,21.0,Contract,231.72,5.0,Check-Out,9.0,4,Early Booking
101167,Resort Hotel,294,2025,September,16,3.0,3.0,4,0,1,NLD,Groups,TA/TO,1.0,1.0,No Deposit,41.0,11.0,Transient,128.75,3.0,Check-Out,6.0,5,Early Booking
101168,Resort Hotel,338,2025,June,5,1.0,2.0,1,2,1,USA,Offline TA/TO,TA/TO,2.0,2.0,Refundable,179.0,26.0,Transient-Party,89.22,2.0,Check-Out,3.0,4,Early Booking
101169,City Hotel,212,2025,July,3,4.0,6.0,3,1,1,IND,Direct,Corporate,2.0,0.0,No Deposit,55.0,27.0,Group,133.37,2.0,Canceled,10.0,5,Early Booking
101170,Resort Hotel,306,2024,July,22,4.0,5.0,2,2,1,UAE,Offline TA/TO,Corporate,3.0,1.0,Non Refund,102.0,8.0,Transient-Party,239.27,0.0,Canceled,9.0,5,Early Booking
101171,Resort Hotel,6,2023,April,19,4.0,1.0,2,2,0,FRA,Corporate,Corporate,1.0,0.0,Refundable,146.0,25.0,Transient,232.07,1.0,Canceled,5.0,4,Last Minute
101172,City Hotel,269,2025,August,25,0.0,6.0,3,1,1,NLD,Groups,TA/TO,1.0,3.0,No Deposit,161.0,6.0,Contract,201.05,4.0,Check-Out,6.0,5,Early Booking
101173,Resort Hotel,133,2023,July,26,2.0,4.0,4,1,0,UAE,Groups,Corporate,1.0,2.0,Non Refund,113.0,30.0,Contract,248.92,5.0,Check-Out,6.0,5,Early Booking
101174,City Hotel,58,2023,May,16,1.0,4.0,1,0,0,UAE,Offline TA/TO,Corporate,4.0,3.0,Non Refund,319.0,6.0,Transient-Party,85.68,3.0,Canceled,5.0,1,Last Minute
101175,Resort Hotel,285,2024,June,19,2.0,1.0,3,1,0,FRA,Online TA,Corporate,0.0,4.0,Refundable,314.0,15.0,Transient-Party,308.06,4.0,No-Show,3.0,4,Early Booking
101176,Resort Hotel,229,2024,November,21,2.0,1.0,3,0,0,IND,Direct,Direct,0.0,1.0,Refundable,358.0,15.0,Contract,87.37,1.0,Check-Out,3.0,3,Early Booking
101177,City Hotel,78,2025,April,14,2.0,6.0,2,2,1,GBR,Offline TA/TO,TA/TO,2.0,2.0,Non Refund,484.0,34.0,Group,73.77,3.0,Canceled,8.0,5,Last Minute
101178,Resort Hotel,215,2023,September,3,1.0,5.0,4,0,1,CAN,Corporate,GDS,4.0,1.0,No Deposit,89.0,29.0,Transient-Party,103.61,1.0,Check-Out,6.0,5,Early Booking
101179,Resort Hotel,202,2025,January,9,1.0,5.0,4,0,0,FRA,Direct,TA/TO,3.0,0.0,Refundable,353.0,31.0,Transient-Party,157.64,1.0,Check-Out,6.0,4,Early Booking
101180,City Hotel,95,2024,March,3,1.0,6.0,2,1,0,UAE,Offline TA/TO,GDS,5.0,4.0,Non Refund,38.0,5.0,Transient,240.36,4.0,Canceled,7.0,3,Early Booking
101181,Resort Hotel,224,2023,April,14,0.0,4.0,1,1,1,IND,Direct,GDS,0.0,3.0,Refundable,351.0,47.0,Contract,156.66,0.0,Check-Out,4.0,3,Early Booking
101182,Resort Hotel,31,2023,April,7,3.0,6.0,1,1,0,GBR,Online TA,GDS,2.0,1.0,Refundable,251.0,12.0,Group,245.85,2.0,Check-Out,9.0,2,Last Minute
101183,City Hotel,243,2024,November,21,3.0,1.0,4,2,1,FRA,Corporate,Direct,5.0,1.0,Non Refund,39.0,25.0,Transient-Party,335.39,0.0,Check-Out,4.0,7,Early Booking
101184,City Hotel,267,2024,September,6,0.0,1.0,2,1,0,CAN,Direct,GDS,5.0,1.0,Refundable,94.0,9.0,Transient-Party,67.93,4.0,Check-Out,1.0,3,Early Booking
101185,City Hotel,125,2024,February,19,4.0,6.0,4,1,0,SGP,Corporate,Corporate,3.0,4.0,Refundable,76.0,46.0,Transient-Party,208.75,2.0,Check-Out,10.0,5,Early Booking
101186,Resort Hotel,166,2024,December,11,4.0,3.0,1,0,1,SGP,Offline TA/TO,Direct,4.0,4.0,Refundable,230.0,29.0,Transient-Party,73.86,4.0,Canceled,7.0,2,Early Booking
101187,Resort Hotel,148,2024,February,20,2.0,1.0,4,1,0,GBR,Corporate,Direct,1.0,4.0,No Deposit,44.0,2.0,Group,98.22,4.0,Canceled,3.0,5,Early Booking
101188,Resort Hotel,152,2024,January,11,1.0,2.0,3,1,1,GBR,Online TA,GDS,1.0,4.0,Non Refund,61.0,39.0,Contract,270.74,4.0,Check-Out,3.0,5,Early Booking
101189,City Hotel,214,2023,July,11,2.0,3.0,4,1,1,NLD,Groups,GDS,1.0,4.0,Non Refund,256.0,42.0,Transient-Party,308.7,4.0,Check-Out,5.0,6,Early Booking
101190,Resort Hotel,221,2023,December,17,0.0,1.0,4,1,1,UAE,Groups,Corporate,3.0,2.0,No Deposit,234.0,15.0,Contract,341.04,5.0,Check-Out,1.0,6,Early Booking
101191,City Hotel,182,2023,December,23,4.0,3.0,1,0,1,UAE,Direct,TA/TO,0.0,2.0,No Deposit,42.0,43.0,Group,68.59,4.0,Check-Out,7.0,2,Early Booking
101192,City Hotel,211,2025,October,11,3.0,2.0,3,2,1,AUS,Corporate,Corporate,2.0,1.0,No Deposit,220.0,23.0,Transient-Party,60.68,5.0,Check-Out,5.0,6,Early Booking
101193,Resort Hotel,296,2025,November,11,2.0,7.0,3,0,0,CAN,Online TA,Corporate,2.0,3.0,Non Refund,35.0,47.0,Transient,186.62,0.0,Canceled,9.0,3,Early Booking
101194,City Hotel,98,2023,September,22,1.0,2.0,3,2,0,GBR,Groups,Corporate,3.0,2.0,Non Refund,21.0,18.0,Group,218.4,2.0,Check-Out,3.0,5,Early Booking
101195,Resort Hotel,140,2024,November,4,1.0,7.0,2,1,1,NLD,Groups,Direct,4.0,4.0,No Deposit,440.0,38.0,Transient,173.69,2.0,Check-Out,8.0,4,Early Booking
101196,Resort Hotel,297,2023,January,26,3.0,2.0,2,0,0,USA,Corporate,Direct,1.0,4.0,Non Refund,122.0,2.0,Transient,171.24,2.0,Check-Out,5.0,2,Early Booking
101197,Resort Hotel,130,2025,November,26,2.0,5.0,1,0,0,CAN,Online TA,Corporate,4.0,1.0,No Deposit,383.0,5.0,Transient,144.52,2.0,Check-Out,7.0,1,Early Booking
101198,Resort Hotel,118,2025,November,28,2.0,6.0,4,1,1,CAN,Groups,GDS,1.0,3.0,Non Refund,498.0,46.0,Group,156.09,2.5,Canceled,8.0,6,Early Booking
101199,City Hotel,116,2025,November,1,4.0,1.0,1,2,1,SGP,Online TA,Direct,0.0,1.0,Non Refund,370.0,18.0,Transient-Party,144.29,3.0,Check-Out,5.0,4,Early Booking
101200,City Hotel,361,2025,February,13,2.0,4.0,2,2,1,SGP,Direct,Direct,5.0,3.0,Non Refund,57.0,15.0,Transient,193.19,2.0,Check-Out,6.0,5,Early Booking
101201,Resort Hotel,233,2024,October,25,1.0,1.0,3,2,1,USA,Groups,TA/TO,5.0,3.0,No Deposit,296.0,34.0,Contract,232.52,2.0,Canceled,2.0,6,Early Booking
101202,City Hotel,43,2023,October,5,3.0,2.0,3,2,0,GBR,Corporate,TA/TO,2.0,2.0,Refundable,192.0,47.0,Group,191.03,2.0,Check-Out,5.0,5,Last Minute
101203,Resort Hotel,1,2024,September,15,4.0,5.0,4,1,0,FRA,Corporate,GDS,0.0,0.0,No Deposit,455.0,5.0,Contract,55.16,4.0,Canceled,9.0,5,Last Minute
101204,Resort Hotel,277,2025,January,17,0.0,1.0,2,0,0,SGP,Online TA,GDS,3.0,2.0,Refundable,460.0,16.0,Transient,247.98,2.0,Canceled,1.0,2,Early Booking
101205,Resort Hotel,67,2025,January,9,4.0,3.0,4,0,0,NLD,Groups,Direct,3.0,4.0,Non Refund,399.0,32.0,Transient,276.18,2.0,Canceled,7.0,4,Last Minute
101206,Resort Hotel,167,2023,April,28,2.0,4.0,1,1,1,CAN,Corporate,Direct,1.0,2.0,No Deposit,278.0,36.0,Transient-Party,308.77,3.0,Check-Out,6.0,3,Early Booking
101207,City Hotel,358,2024,May,21,0.0,1.0,2,2,0,USA,Offline TA/TO,Direct,1.0,4.0,No Deposit,265.0,47.0,Contract,133.11,0.0,Check-Out,1.0,4,Early Booking
101208,City Hotel,348,2023,December,15,0.0,6.0,2,2,1,NLD,Groups,Corporate,4.0,4.0,Refundable,236.0,0.0,Transient,57.76,2.0,Check-Out,6.0,5,Early Booking
101209,City Hotel,110,2025,February,15,1.0,1.0,2,0,1,CAN,Groups,TA/TO,0.0,3.0,Refundable,490.0,42.0,Group,275.34,5.0,Check-Out,2.0,3,Early Booking
101210,City Hotel,269,2023,March,21,0.0,7.0,3,2,0,GBR,Online TA,Corporate,4.0,4.0,Refundable,241.0,13.0,Contract,222.06,5.0,Check-Out,7.0,5,Early Booking
101211,City Hotel,271,2025,April,21,4.0,1.0,4,1,0,SGP,Groups,TA/TO,2.0,0.0,Non Refund,418.0,6.0,Group,89.8,4.0,Canceled,5.0,5,Early Booking
101212,Resort Hotel,75,2023,April,3,4.0,4.0,1,0,1,AUS,Corporate,GDS,0.0,2.0,No Deposit,351.0,36.0,Contract,177.75,2.0,Canceled,8.0,2,Last Minute
101213,Resort Hotel,56,2023,April,20,4.0,2.0,4,2,0,CAN,Groups,Direct,3.0,0.0,Refundable,109.0,39.0,Transient,277.08,5.0,Check-Out,6.0,6,Last Minute
101214,Resort Hotel,232,2023,December,3,0.0,3.0,3,2,1,SGP,Direct,Corporate,5.0,3.0,No Deposit,450.0,23.0,Group,331.93,5.0,Canceled,3.0,6,Early Booking
101215,Resort Hotel,38,2025,October,18,4.0,6.0,1,2,0,SGP,Groups,GDS,3.0,1.0,Refundable,264.0,43.0,Transient-Party,130.68,5.0,Canceled,10.0,3,Last Minute
101216,Resort Hotel,293,2023,December,21,3.0,4.0,3,1,1,USA,Corporate,Corporate,3.0,3.0,Refundable,217.0,35.0,Contract,148.96,1.0,Canceled,7.0,5,Early Booking
101217,Resort Hotel,109,2023,September,26,0.0,2.0,2,1,0,GBR,Corporate,Corporate,1.0,2.0,No Deposit,382.0,32.0,Group,152.64,3.0,Check-Out,2.0,3,Early Booking
101218,Resort Hotel,123,2024,April,20,4.0,7.0,3,0,1,GBR,Corporate,Corporate,1.0,0.0,No Deposit,128.0,29.0,Group,348.53,0.0,Check-Out,11.0,4,Early Booking
101219,City Hotel,30,2025,June,10,0.0,4.0,2,1,1,USA,Corporate,TA/TO,0.0,3.0,Refundable,445.0,45.0,Transient-Party,120.6,5.0,Check-Out,4.0,4,Last Minute
101220,Resort Hotel,108,2024,June,1,2.0,1.0,4,0,0,NLD,Online TA,Direct,2.0,0.0,Non Refund,444.0,24.0,Contract,178.03,1.0,Check-Out,3.0,4,Early Booking
101221,City Hotel,232,2023,January,4,2.0,7.0,4,2,0,CAN,Offline TA/TO,TA/TO,0.0,0.0,Refundable,420.0,49.0,Group,180.8,3.0,Check-Out,9.0,6,Early Booking
101222,City Hotel,351,2025,March,19,0.0,3.0,4,2,0,DEU,Offline TA/TO,TA/TO,1.0,0.0,No Deposit,266.0,38.0,Transient,289.72,2.0,Check-Out,3.0,6,Early Booking
101223,Resort Hotel,245,2023,April,26,1.0,7.0,2,1,1,NLD,Corporate,TA/TO,4.0,1.0,No Deposit,115.0,16.0,Transient,224.41,5.0,Check-Out,8.0,4,Early Booking
