booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status
100997,Resort Hotel,365,2025,October,2,3,6,4,0,0,GBR,Online TA,Direct,3,3,Refundable,391,23,Transient-Party,177.17,5,Check-Out
100998,Resort Hotel,62,2024,April,16,3,2,4,2,1,DEU,Offline TA/TO,Direct,4,1,Non Refund,15,36,Group,340.99,2,Check-Out
100999,City Hotel,31,2025,July,21,2,4,1,2,0,UAE,Offline TA/TO,TA/TO,2,3,Refundable,152,47,Contract,106.4,5,Check-Out
101000,Resort Hotel,160,2024,November,14,2,3,1,0,1,GBR,Corporate,Corporate,3,3,No Deposit,465,8,Transient-Party,242.86,2,Check-Out
101001,City Hotel,78,2023,June,26,1,3,4,2,1,NLD,Corporate,Direct,2,1,Refundable,489,38,Transient,149.71,1,No-Show
101002,Resort Hotel,131,2024,October,15,2,1,3,1,0,SGP,Offline TA/TO,GDS,3,2,No Deposit,366,41,Contract,51.37,0,Canceled
101003,Resort Hotel,350,2024,April,23,4,7,3,0,0,FRA,Groups,Corporate,0,0,Non Refund,319,6,Contract,311.35,2,Canceled
101004,Resort Hotel,50,2025,July,22,2,5,3,1,1,UAE,Corporate,Corporate,4,0,Refundable,130,7,Transient,158.89,2,Check-Out
101005,Resort Hotel,142,2024,December,20,2,6,4,0,0,NLD,Direct,GDS,2,0,Refundable,455,36,Transient,116.91,1,Canceled
101006,Resort Hotel,302,2023,September,26,,3,4,1,1,UAE,Groups,TA/TO,4,1,Refundable,238,30,Transient,100.3,2,Canceled
101007,City Hotel,339,2025,July,14,1,6,3,2,0,AUS,Corporate,TA/TO,1,3,Non Refund,4,2,Transient-Party,118.63,2,Check-Out
101008,Resort Hotel,96,2025,October,26,3,1,1,2,1,USA,Direct,GDS,0,2,Refundable,124,35,Transient,284.86,2,Check-Out
101009,Resort Hotel,145,2023,May,12,4,3,4,1,1,CAN,Groups,Direct,0,2,Refundable,27,3,Contract,129.93,5,Check-Out
101010,Resort Hotel,294,2023,April,3,2,4,1,1,1,USA,Corporate,Direct,1,2,Refundable,130,24,Transient,77.69,1,Canceled
101011,Resort Hotel,73,2023,January,15,4,5,3,1,0,GBR,Offline TA/TO,GDS,0,1,Refundable,50,42,Transient-Party,292.72,4,No-Show
101012,Resort Hotel,130,2023,February,10,0,7,1,1,0,GBR,Groups,Direct,2,0,Refundable,204,26,Contract,246.68,1,Check-Out
101013,Resort Hotel,225,2025,June,3,4,3,3,0,0,FRA,Online TA,GDS,5,0,Refundable,269,31,Transient-Party,123.3,3,Check-Out
101014,City Hotel,24,2023,January,13,1,5,1,2,0,UAE,Online TA,Direct,5,2,Refundable,477,2,Group,207.73,5,Canceled
101015,Resort Hotel,180,2023,December,,4,1,4,1,1,USA,Corporate,Direct,5,3,No Deposit,450,46,Transient,98.92,5,Canceled
101016,City Hotel,47,2023,August,8,3,4,3,2,1,SGP,Corporate,TA/TO,0,1,Refundable,10,22,Transient-Party,112.82,5,Check-Out
101017,Resort Hotel,250,2023,October,5,3,1,3,0,1,NLD,Direct,GDS,0,4,Non Refund,146,12,Transient-Party,247.79,2,Check-Out
101018,Resort Hotel,212,2024,December,16,3,5,1,2,0,UAE,Corporate,TA/TO,4,2,No Deposit,311,21,Contract,186.31,3,Check-Out
101019,Resort Hotel,270,2024,November,8,1,2,4,1,1,NLD,Direct,TA/TO,1,1,Non Refund,150,45,Contract,156.47,1,Check-Out
101020,City Hotel,259,2023,June,22,1,1,3,1,0,GBR,Direct,GDS,2,3,No Deposit,444,44,Group,125.03,5,Check-Out
101021,City Hotel,154,2024,August,16,1,4,3,2,0,DEU,Groups,TA/TO,5,0,No Deposit,247,13,Transient-Party,236.3,2,Check-Out
101022,City Hotel,99,2025,January,2,4,4,2,2,0,UAE,Direct,Direct,5,2,Refundable,490,47,Group,348.23,4,Canceled
101023,Resort Hotel,221,2023,February,5,3,4,4,2,0,USA,Offline TA/TO,Corporate,0,4,Non Refund,213,45,Transient,289.35,4,Check-Out
101024,Resort Hotel,107,2024,June,25,2,1,4,2,0,IND,Direct,Direct,4,4,Refundable,155,33,Transient-Party,214.44,5,
101025,Resort Hotel,127,2023,June,13,2,5,1,1,0,CAN,Direct,Corporate,0,2,Refundable,456,49,Transient-Party,154.99,3,Check-Out
101026,City Hotel,157,2025,July,10,0,7,1,0,0,SGP,Corporate,Corporate,1,4,No Deposit,370,28,Transient-Party,175.46,4,Check-Out
101027,City Hotel,34,2024,June,16,2,4,3,1,0,,Direct,Direct,1,4,No Deposit,498,39,Group,264.84,5,Canceled
101028,Resort Hotel,12,2023,November,23,1,2,2,0,0,SGP,Direct,Direct,2,0,No Deposit,500,6,Contract,302.43,5,Check-Out
101029,Resort Hotel,116,2025,November,10,0,2,3,2,0,UAE,Direct,Direct,2,4,Refundable,24,47,Group,67.71,5,Check-Out
101030,City Hotel,171,2023,October,6,0,5,3,2,1,GBR,Direct,TA/TO,0,4,Non Refund,263,33,Group,132.31,5,Check-Out
101031,Resort Hotel,24,2025,December,19,2,1,4,1,1,IND,Direct,Corporate,5,3,Refundable,57,27,Transient-Party,244.2,3,Check-Out
101032,Resort Hotel,5,2023,August,4,3,5,2,,1,IND,Groups,Direct,0,2,Refundable,410,46,Contract,147.6,0,Check-Out
101033,Resort Hotel,95,2023,April,27,2,6,3,2,0,SGP,Direct,Direct,1,2,Non Refund,31,7,Group,288.66,5,Check-Out
101034,Resort Hotel,73,2024,December,19,0,3,2,0,0,CAN,Corporate,Direct,0,0,Refundable,394,22,Group,293.99,1,Check-Out
101035,City Hotel,354,2023,April,26,2,5,4,1,1,IND,Direct,TA/TO,3,1,Non Refund,384,1,Transient-Party,53.75,1,Canceled
101036,Resort Hotel,230,2025,March,11,4,4,3,2,0,SGP,Corporate,Corporate,5,0,No Deposit,29,49,Transient,175.71,5,Check-Out
101037,City Hotel,178,2025,June,3,3,3,1,1,1,SGP,Offline TA/TO,TA/TO,2,0,No Deposit,308,13,Transient,167.83,5,Check-Out
101038,City Hotel,147,2025,December,19,4,4,1,1,1,SGP,Offline TA/TO,Direct,4,2,Refundable,188,28,Transient-Party,139.66,2,Check-Out
101039,City Hotel,143,2024,February,13,3,3,3,1,0,SGP,Online TA,TA/TO,1,1,No Deposit,189,29,Group,151.81,1,Canceled
101040,Resort Hotel,183,2023,March,2,1,7,1,2,0,SGP,Online TA,TA/TO,0,0,Non Refund,468,28,Group,156.65,1,Check-Out
101041,City Hotel,167,2024,April,3,1,7,3,0,0,AUS,Groups,Corporate,1,0,Refundable,289,30,Transient,296.14,4,Canceled
101042,Resort Hotel,219,2025,December,7,3,2,3,2,1,GBR,Corporate,TA/TO,5,0,No Deposit,24,9,Transient,277.71,4,Check-Out
101043,Resort Hotel,123,2024,February,23,2,4,3,2,,CAN,Online TA,TA/TO,1,3,Refundable,450,16,Group,139.47,0,Canceled
101044,City Hotel,109,2023,November,10,3,7,2,0,1,NLD,Direct,Direct,5,0,No Deposit,8,44,Transient,159.58,1,Check-Out
101045,Resort Hotel,167,2025,March,10,2,4,1,2,1,SGP,Online TA,Direct,1,1,No Deposit,474,0,Transient-Party,342.77,5,Canceled
101046,Resort Hotel,358,2025,March,15,4,1,4,1,1,GBR,Corporate,Direct,2,0,No Deposit,49,23,Transient-Party,180.74,0,Canceled
101047,Resort Hotel,270,2023,September,20,0,4,3,2,1,GBR,Corporate,TA/TO,5,2,Refundable,363,21,Transient-Party,137.62,5,Check-Out
101048,Resort Hotel,300,2023,March,24,3,3,3,2,0,USA,Online TA,Corporate,5,3,Refundable,333,45,Group,311.05,5,No-Show
101049,Resort Hotel,210,2023,May,6,3,5,2,1,0,GBR,Groups,GDS,5,3,Refundable,446,39,Transient-Party,229.51,3,Check-Out
101050,City Hotel,196,2025,March,26,3,4,4,0,1,FRA,Online TA,GDS,3,3,Refundable,61,43,Transient,72.88,0,Check-Out
101051,Resort Hotel,349,2024,November,13,0,4,3,1,0,USA,Corporate,GDS,3,1,Refundable,75,48,Contract,64.7,1,Check-Out
101052,City Hotel,363,2024,July,15,3,1,1,0,1,UAE,Groups,TA/TO,3,3,Refundable,377,22,Group,311.28,0,Check-Out
101053,City Hotel,3,2023,October,21,4,3,1,1,0,USA,Offline TA/TO,Direct,0,3,No Deposit,432,2,Transient,179.62,1,
101054,Resort Hotel,286,2025,January,13,0,4,2,1,0,FRA,Corporate,Direct,0,4,Refundable,259,17,Group,196.78,1,Check-Out
101055,City Hotel,219,2025,November,28,4,6,3,1,1,USA,Corporate,Corporate,2,1,Refundable,163,7,Contract,257.52,4,Check-Out
101056,Resort Hotel,178,2025,October,7,2,2,3,0,0,IND,Groups,TA/TO,0,0,Non Refund,414,45,Transient-Party,228.7,0,Check-Out
101057,Resort Hotel,150,2024,March,28,1,6,1,1,0,GBR,Direct,Corporate,3,3,No Deposit,467,37,Group,284.23,4,Canceled
101058,Resort Hotel,110,2024,December,3,1,1,2,0,1,AUS,Corporate,GDS,5,2,Refundable,123,14,Transient-Party,56.65,1,Check-Out
101059,Resort Hotel,28,2025,February,28,3,7,4,2,0,DEU,Groups,Direct,0,3,No Deposit,361,38,Transient,121.17,4,Check-Out
101060,City Hotel,221,2025,May,24,0,1,4,1,1,UAE,Direct,Corporate,3,4,,345,3,Contract,54.51,0,Check-Out
101061,Resort Hotel,62,2025,September,19,3,7,1,2,0,AUS,Direct,TA/TO,1,3,Non Refund,379,45,Contract,237.42,5,Canceled
101062,Resort Hotel,170,2024,January,7,3,3,1,0,1,AUS,Groups,TA/TO,5,1,Non Refund,258,8,Group,280.18,3,Check-Out
101063,City Hotel,121,2024,March,1,4,7,1,1,0,IND,Online TA,Direct,3,4,Non Refund,193,5,Group,60.32,2,Check-Out
101064,Resort Hotel,23,2025,February,25,0,7,1,1,1,UAE,Offline TA/TO,Direct,0,0,Non Refund,72,10,Contract,115.46,5,Check-Out
101065,Resort Hotel,253,2024,February,11,0,2,2,2,0,NLD,Online TA,GDS,5,2,Refundable,79,39,Contract,348.81,1,Check-Out
101066,City Hotel,110,2025,September,20,0,5,1,0,0,AUS,Online TA,GDS,5,0,No Deposit,171,48,Transient-Party,113.12,2,Canceled
101067,City Hotel,340,2024,February,8,1,2,3,0,0,NLD,Online TA,GDS,0,2,Non Refund,168,21,Transient,108.56,2,Check-Out
101068,Resort Hotel,312,2025,January,11,0,3,4,2,1,NLD,Groups,Corporate,4,4,Refundable,229,34,Group,213.28,0,Canceled
101069,City Hotel,0,2024,December,2,4,7,4,0,1,SGP,Corporate,GDS,4,2,Non Refund,190,19,Contract,101.46,1,Check-Out
101070,City Hotel,73,2024,October,14,3,5,1,0,0,UAE,Online TA,Direct,5,3,Refundable,379,5,Group,110.12,1,Check-Out
101071,City Hotel,28,2023,June,4,0,5,1,0,0,GBR,Corporate,Corporate,1,2,Non Refund,189,20,Transient,270.99,3,Check-Out
101072,Resort Hotel,158,2025,February,1,4,3,2,2,1,GBR,Groups,Corporate,0,1,Non Refund,415,42,Transient-Party,309.64,1,Check-Out
101073,Resort Hotel,221,2025,June,2,3,6,3,2,0,SGP,Groups,Direct,0,2,Refundable,130,31,Contract,156.5,2,Check-Out
101074,Resort Hotel,102,2023,February,25,0,5,3,2,1,GBR,Corporate,GDS,2,4,Non Refund,123,43,Contract,154.9,4,No-Show
101075,Resort Hotel,202,2024,June,6,2,4,1,2,1,GBR,Offline TA/TO,TA/TO,0,2,No Deposit,425,45,Contract,190.23,0,Check-Out
101076,Resort Hotel,298,2023,September,22,2,5,1,2,0,FRA,Corporate,Direct,5,4,Non Refund,103,40,Transient-Party,312.89,0,Check-Out
101077,City Hotel,21,2023,December,21,2,1,2,2,0,UAE,Corporate,TA/TO,1,3,No Deposit,176,49,Transient,126.17,3,Check-Out
101078,Resort Hotel,122,2025,November,12,4,7,2,1,1,DEU,Groups,Direct,4,4,Refundable,176,33,Contract,332.63,3,Check-Out
101079,City Hotel,152,2023,November,7,1,6,1,1,0,DEU,Corporate,Direct,1,4,Refundable,319,44,Transient-Party,308.2,2,Canceled
101080,Resort Hotel,243,2024,July,26,1,4,1,2,1,AUS,Offline TA/TO,TA/TO,1,4,Non Refund,56,2,Contract,54.75,4,Check-Out
101081,City Hotel,280,2025,January,26,2,6,3,2,0,NLD,Corporate,Corporate,1,1,Non Refund,187,30,Transient-Party,202.2,5,Canceled
101082,Resort Hotel,98,2023,May,16,3,2,1,0,0,AUS,Online TA,TA/TO,2,3,Non Refund,472,37,Contract,95.82,5,Canceled
101083,City Hotel,305,2024,February,10,1,1,2,1,0,GBR,Groups,TA/TO,4,3,Refundable,88,48,Transient-Party,208.42,0,Check-Out
101084,Resort Hotel,365,2023,July,16,2,4,2,1,1,AUS,Direct,Corporate,3,2,Refundable,459,12,Contract,169.36,4,Canceled
101085,Resort Hotel,162,2024,February,14,2,,4,2,0,IND,Corporate,Direct,0,2,Refundable,63,26,Transient,141.26,5,No-Show
101086,Resort Hotel,174,2023,October,17,3,1,2,1,0,DEU,Offline TA/TO,GDS,5,0,Refundable,,23,Group,63.18,1,Check-Out
101087,Resort Hotel,171,2025,June,7,2,7,1,2,0,NLD,Online TA,TA/TO,1,3,Non Refund,72,42,Contract,257.13,1,Check-Out
101088,City Hotel,80,2025,May,7,2,6,4,0,0,IND,Offline TA/TO,TA/TO,0,2,Non Refund,466,21,Contract,321.72,3,No-Show
101089,City Hotel,72,2024,November,25,3,1,4,2,0,DEU,Online TA,GDS,1,0,No Deposit,244,44,Transient-Party,294.65,1,Check-Out
101090,City Hotel,266,2025,August,28,3,5,2,1,0,NLD,Offline TA/TO,GDS,2,4,Refundable,113,34,Transient-Party,276.11,1,Canceled
101091,City Hotel,358,2024,June,12,0,1,2,2,0,SGP,Corporate,Corporate,0,1,Non Refund,169,33,Transient-Party,173.03,4,Check-Out
101092,City Hotel,267,2023,January,26,4,2,3,2,0,USA,Offline TA/TO,Direct,2,3,No Deposit,236,10,Transient-Party,285.69,1,Check-Out
101093,Resort Hotel,23,2025,July,11,0,,1,0,1,USA,Groups,GDS,4,4,Non Refund,479,16,Group,78.46,0,Check-Out
101094,City Hotel,154,2024,May,3,0,2,3,0,1,FRA,Corporate,GDS,3,0,Non Refund,220,25,Contract,107.04,4,Check-Out
101095,City Hotel,21,2025,September,17,4,6,2,1,0,NLD,Online TA,Corporate,0,3,No Deposit,212,24,Contract,205.3,5,Check-Out
101096,Resort Hotel,133,2023,,18,2,6,2,2,0,UAE,Online TA,Corporate,5,0,Non Refund,28,10,Transient,304.37,5,Check-Out
101097,City Hotel,68,2024,May,7,3,7,4,2,0,SGP,Groups,TA/TO,2,3,Non Refund,280,4,Transient,196.82,3,Canceled
101098,Resort Hotel,351,2025,March,27,0,5,4,0,1,NLD,Corporate,TA/TO,4,3,Non Refund,279,41,Group,271.97,2,Canceled
101099,Resort Hotel,316,2023,May,4,4,1,2,2,0,SGP,Online TA,GDS,3,1,No Deposit,359,40,Transient-Party,131.01,4,Canceled
101100,City Hotel,56,2025,June,17,,3,4,1,0,UAE,Direct,GDS,2,3,Non Refund,497,49,Transient-Party,58.17,4,Check-Out
101101,Resort Hotel,178,2023,January,7,1,3,1,2,0,DEU,Direct,Corporate,5,0,Non Refund,68,3,Transient,236.45,4,Check-Out
101102,City Hotel,30,2025,April,25,1,3,2,2,0,GBR,Groups,Direct,5,1,Refundable,391,6,Group,191.07,5,Check-Out
101103,City Hotel,124,2025,December,8,2,5,4,0,1,SGP,Direct,Corporate,0,2,Non Refund,294,30,Contract,292.6,0,Canceled
101104,Resort Hotel,338,2024,September,14,3,3,3,1,0,USA,Online TA,Direct,3,4,No Deposit,133,13,Contract,177.47,4,Canceled
101105,Resort Hotel,151,2023,April,23,4,7,1,0,1,CAN,Corporate,Corporate,3,2,Refundable,111,13,Transient,208.58,4,Check-Out
101106,Resort Hotel,104,2024,April,13,2,5,4,2,0,FRA,Groups,Direct,2,1,Non Refund,247,28,Transient-Party,181.37,3,Canceled
101107,City Hotel,10,2025,June,2,1,4,2,1,0,AUS,Offline TA/TO,GDS,1,3,Refundable,172,2,Contract,103,5,Canceled
101108,Resort Hotel,108,2023,September,23,1,6,2,0,1,IND,Corporate,TA/TO,0,0,Non Refund,137,11,Contract,285.01,2,Check-Out
101109,Resort Hotel,278,2025,January,22,1,7,4,2,1,UAE,Direct,TA/TO,5,3,Non Refund,405,45,Contract,203.9,0,Canceled
101110,Resort Hotel,109,2024,January,25,4,3,4,2,0,SGP,Corporate,GDS,3,2,Non Refund,102,23,Contract,286.74,3,Check-Out
101111,Resort Hotel,161,2023,September,11,2,4,3,2,1,GBR,Groups,Corporate,3,3,Refundable,323,30,Contract,292.57,2,Check-Out
101112,City Hotel,14,2024,June,24,1,7,2,2,0,NLD,Offline TA/TO,GDS,4,0,Non Refund,360,0,Transient-Party,101.74,3,Check-Out
101113,Resort Hotel,56,2025,February,9,4,6,3,0,0,SGP,Online TA,TA/TO,1,3,No Deposit,324,41,Group,165.38,1,Check-Out
101114,City Hotel,243,2024,May,14,4,6,3,2,0,UAE,Offline TA/TO,Corporate,3,0,No Deposit,343,33,Group,281.54,0,Check-Out
101115,City Hotel,239,2025,July,16,0,7,3,2,0,IND,Offline TA/TO,GDS,2,0,Non Refund,407,13,Transient-Party,204.47,0,Check-Out
101116,Resort Hotel,130,2023,August,22,1,5,4,1,0,SGP,Corporate,TA/TO,3,1,No Deposit,195,11,Transient-Party,226.72,3,Check-Out
101117,Resort Hotel,333,2023,September,11,3,5,4,0,1,DEU,Online TA,Direct,2,2,No Deposit,157,19,Contract,76.03,4,Check-Out
101118,City Hotel,111,2023,June,18,0,3,3,2,0,UAE,Offline TA/TO,Direct,4,1,No Deposit,229,33,Transient-Party,168.75,4,Check-Out
101119,Resort Hotel,304,2024,September,17,3,7,4,1,0,NLD,Corporate,GDS,1,3,Refundable,42,42,Group,197.87,3,Check-Out
101120,City Hotel,153,2024,May,12,1,5,2,1,0,FRA,Offline TA/TO,Corporate,1,3,Refundable,352,4,Group,235.04,2,Check-Out
101121,City Hotel,171,2024,January,4,3,4,1,0,1,GBR,Direct,Corporate,2,3,Non Refund,314,23,Transient,281.71,4,Check-Out
101122,City Hotel,164,2023,September,11,2,1,1,0,1,GBR,Groups,Direct,1,4,Non Refund,365,40,Contract,220.75,4,Check-Out
101123,City Hotel,122,2025,November,28,2,7,3,0,0,FRA,Online TA,Direct,5,3,No Deposit,481,48,Group,240.65,5,Check-Out
101124,Resort Hotel,323,2023,May,12,2,6,1,0,0,GBR,Offline TA/TO,GDS,4,3,Refundable,186,4,Transient-Party,207.91,2,Check-Out
101125,City Hotel,365,2025,March,8,2,1,1,0,0,IND,Corporate,TA/TO,4,2,Refundable,268,6,Transient-Party,212.6,2,Canceled
101126,City Hotel,50,2024,February,18,4,6,3,2,1,SGP,Online TA,Direct,3,3,No Deposit,426,0,Transient,212.63,2,Check-Out
101127,Resort Hotel,109,2023,March,13,1,3,2,1,0,NLD,Groups,Corporate,0,2,Non Refund,469,10,Contract,50.11,3,Canceled
101128,Resort Hotel,309,2023,August,10,4,1,2,2,1,USA,Offline TA/TO,Corporate,2,2,Non Refund,317,47,Transient,255.6,5,Check-Out
101129,Resort Hotel,354,2023,May,3,0,5,4,2,0,SGP,Online TA,TA/TO,2,1,Non Refund,496,42,Contract,300.03,2,Check-Out
101130,City Hotel,312,2023,July,14,3,6,2,1,0,USA,Direct,TA/TO,5,2,Non Refund,250,48,Contract,185.24,5,Canceled
101131,Resort Hotel,278,2023,May,6,4,2,4,0,1,CAN,Offline TA/TO,Direct,2,4,No Deposit,4,2,Contract,330.87,1,Canceled
101132,Resort Hotel,46,2023,July,18,2,6,1,2,1,NLD,Online TA,Direct,0,0,No Deposit,387,23,Contract,134.37,1,Canceled
101133,Resort Hotel,163,2024,May,2,0,7,1,0,1,GBR,Direct,Direct,2,1,Non Refund,252,1,Contract,213.65,5,No-Show
101134,Resort Hotel,248,2024,August,25,3,5,1,0,0,CAN,Direct,GDS,0,2,Non Refund,148,24,Transient,322.53,0,Canceled
101135,Resort Hotel,50,2024,January,26,3,2,3,0,1,CAN,Groups,GDS,2,1,No Deposit,253,36,Contract,336.8,1,Check-Out
101136,Resort Hotel,219,2023,April,26,2,2,2,0,0,DEU,Corporate,TA/TO,3,1,Refundable,435,1,Contract,322.25,0,Canceled
101137,Resort Hotel,176,2024,January,15,2,6,2,0,1,DEU,Offline TA/TO,Direct,2,2,No Deposit,245,22,Contract,99.13,0,Check-Out
101138,City Hotel,201,2025,May,8,3,4,1,1,1,CAN,Direct,TA/TO,0,3,Refundable,141,15,Transient,247.52,3,Check-Out
101139,Resort Hotel,107,2024,October,5,3,6,3,2,0,DEU,Direct,Corporate,4,4,Non Refund,307,29,Transient-Party,245.61,3,Canceled
101140,City Hotel,322,2025,January,5,2,7,4,2,1,CAN,Corporate,TA/TO,2,1,No Deposit,66,49,Transient-Party,91.36,0,Check-Out
101141,City Hotel,309,2025,September,1,1,3,3,0,0,FRA,Groups,Direct,5,4,No Deposit,159,47,Transient,299.34,5,Check-Out
101142,City Hotel,81,2024,January,2,1,4,1,1,0,NLD,Corporate,Corporate,3,0,No Deposit,57,12,Transient-Party,234.31,1,Check-Out
101143,Resort Hotel,234,2024,December,17,0,5,4,1,0,GBR,Corporate,Direct,2,3,Non Refund,296,13,Transient,145.81,0,Check-Out
101144,City Hotel,113,2025,October,13,3,2,2,1,0,FRA,Direct,Corporate,2,2,No Deposit,31,11,Transient-Party,276.43,0,Check-Out
101145,City Hotel,165,2025,June,17,0,7,3,2,0,USA,Groups,GDS,2,0,Refundable,191,20,Group,238.07,4,Check-Out
101146,City Hotel,237,2025,April,21,3,7,2,0,1,CAN,Corporate,TA/TO,3,3,No Deposit,424,47,Transient,161.65,5,Check-Out
101147,Resort Hotel,314,2025,July,20,3,4,2,1,1,IND,Online TA,GDS,3,2,No Deposit,374,15,Contract,315.81,3,Check-Out
101148,Resort Hotel,147,2023,December,,2,1,3,1,1,GBR,Direct,TA/TO,5,0,Non Refund,374,49,Transient-Party,218.25,3,Canceled
101149,City Hotel,140,2023,January,26,2,5,3,2,0,DEU,Corporate,GDS,2,3,Refundable,84,16,Contract,106.04,3,Canceled
101150,Resort Hotel,1,2023,February,16,4,7,3,0,1,FRA,Online TA,Corporate,3,0,Non Refund,481,3,Group,81.39,5,Check-Out
101151,Resort Hotel,139,2025,November,25,1,5,2,1,1,UAE,Corporate,Direct,1,1,Non Refund,347,17,Transient,57.74,3,Canceled
101152,City Hotel,182,2025,June,12,0,3,2,2,0,DEU,Offline TA/TO,GDS,5,1,No Deposit,222,22,Transient,88.16,2,Canceled
101153,City Hotel,70,2023,December,27,3,5,1,1,1,CAN,Direct,Corporate,2,2,Refundable,316,20,Contract,87.55,1,No-Show
101154,City Hotel,49,2024,April,17,3,5,4,0,0,IND,Direct,Direct,3,4,Non Refund,53,17,Contract,145.18,0,Canceled
101155,City Hotel,129,2024,September,7,2,3,3,1,0,UAE,Groups,Direct,1,2,Non Refund,96,38,Transient,251.53,5,Canceled
101156,Resort Hotel,212,2024,June,9,1,6,4,1,0,IND,Offline TA/TO,TA/TO,4,1,Non Refund,189,10,Contract,203.02,5,Canceled
101157,Resort Hotel,227,2023,November,21,2,2,4,0,1,CAN,Corporate,GDS,0,2,Non Refund,309,5,Transient,327.56,5,Check-Out
101158,Resort Hotel,37,2025,December,13,1,1,3,1,1,GBR,Groups,Corporate,4,0,Refundable,233,35,Transient-Party,247.31,3,Check-Out
101159,Resort Hotel,63,2024,January,21,1,5,1,1,0,AUS,Direct,Corporate,0,1,Non Refund,181,15,Group,79.18,2,Check-Out
101160,City Hotel,245,2025,April,1,3,3,1,1,0,GBR,Direct,Direct,1,3,No Deposit,480,42,Group,161.67,3,
101161,City Hotel,362,2024,January,24,0,6,2,0,1,GBR,Direct,TA/TO,1,0,Non Refund,372,37,Transient-Party,257.51,1,Check-Out
101162,Resort Hotel,264,2023,September,2,3,5,1,1,0,GBR,Corporate,Direct,4,4,No Deposit,217,19,Transient-Party,212.86,1,Check-Out
101163,City Hotel,88,2025,August,19,0,7,4,1,0,USA,Groups,TA/TO,0,1,No Deposit,168,41,Transient,143.28,0,Check-Out
101164,City Hotel,282,2024,February,21,0,5,4,1,1,FRA,Online TA,TA/TO,3,2,Refundable,176,21,Group,175.93,3,Canceled
101165,Resort Hotel,132,2024,December,11,4,5,2,2,0,UAE,Direct,TA/TO,0,4,Non Refund,460,44,Transient-Party,347.6,3,Check-Out
101166,Resort Hotel,129,2025,April,15,2,7,2,1,1,CAN,Corporate,GDS,4,4,Refundable,229,21,Contract,231.72,5,Check-Out
101167,Resort Hotel,294,2025,September,16,3,3,4,0,1,NLD,Groups,TA/TO,1,1,No Deposit,41,11,Transient,128.75,3,Check-Out
101168,Resort Hotel,338,2025,June,5,1,2,1,2,1,USA,Offline TA/TO,TA/TO,2,2,Refundable,179,26,Transient-Party,89.22,2,Check-Out
101169,City Hotel,212,2025,July,3,4,6,3,1,1,IND,Direct,Corporate,2,0,No Deposit,55,27,Group,133.37,2,Canceled
101170,Resort Hotel,306,2024,July,22,4,5,2,2,1,UAE,Offline TA/TO,Corporate,3,1,Non Refund,102,8,Transient-Party,239.27,0,Canceled
101171,Resort Hotel,6,2023,April,19,4,1,2,2,0,FRA,Corporate,Corporate,,0,Refundable,146,25,Transient,232.07,1,Canceled
101172,City Hotel,269,2025,August,25,0,6,3,1,1,NLD,Groups,TA/TO,1,3,No Deposit,161,6,Contract,201.05,4,Check-Out
101173,Resort Hotel,133,2023,July,26,2,4,4,1,0,UAE,Groups,Corporate,1,2,Non Refund,113,30,Contract,248.92,5,Check-Out
101174,City Hotel,58,2023,May,16,1,4,1,0,0,UAE,Offline TA/TO,Corporate,4,3,Non Refund,319,6,Transient-Party,85.68,3,Canceled
101175,Resort Hotel,285,2024,June,19,2,1,3,1,0,FRA,Online TA,Corporate,0,4,Refundable,314,15,Transient-Party,308.06,4,No-Show
101176,Resort Hotel,229,2024,November,21,2,1,3,0,0,IND,Direct,Direct,0,1,Refundable,358,,Contract,87.37,1,Check-Out
101177,City Hotel,78,2025,April,14,2,6,2,2,1,GBR,Offline TA/TO,TA/TO,2,2,Non Refund,484,34,Group,73.77,3,Canceled
101178,Resort Hotel,215,2023,September,3,1,5,4,0,1,CAN,Corporate,GDS,4,1,No Deposit,89,29,Transient-Party,103.61,1,Check-Out
101179,Resort Hotel,202,2025,January,9,1,5,4,0,0,FRA,Direct,TA/TO,3,0,Refundable,353,31,Transient-Party,157.64,1,Check-Out
101180,City Hotel,95,2024,March,3,1,6,2,1,0,UAE,Offline TA/TO,GDS,5,4,Non Refund,38,5,Transient,240.36,4,Canceled
101181,Resort Hotel,224,2023,April,14,0,4,1,1,1,IND,Direct,GDS,0,3,Refundable,351,47,Contract,156.66,0,Check-Out
101182,Resort Hotel,31,2023,April,7,3,6,1,1,0,GBR,Online TA,GDS,2,1,Refundable,251,12,Group,245.85,2,Check-Out
101183,City Hotel,243,2024,November,21,3,1,4,2,1,FRA,Corporate,Direct,5,1,Non Refund,39,25,Transient-Party,335.39,0,Check-Out
101184,City Hotel,267,2024,September,6,0,1,2,1,0,CAN,Direct,GDS,5,1,Refundable,94,9,Transient-Party,67.93,4,Check-Out
101185,City Hotel,125,2024,February,19,4,6,4,1,0,SGP,Corporate,Corporate,3,4,Refundable,76,46,Transient-Party,208.75,2,Check-Out
101186,Resort Hotel,166,2024,December,11,4,3,1,0,1,SGP,Offline TA/TO,Direct,4,4,Refundable,230,29,Transient-Party,73.86,4,Canceled
